id,pair_id,family,representation,evaluation_kind,model,effort,response_id,status,error,input_tokens,output_tokens,total_tokens,duration_s,response_path
translation_graph_to_smiles_011_moljson,translation_graph_to_smiles_011,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0243b1068a9d7ec50169faa8606f248196aee915e256be9576,ok,,665,554,1219,12.087,outputs/responses/translation_graph_to_smiles_011_moljson.txt
translation_graph_to_smiles_012_moljson,translation_graph_to_smiles_012,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_08e2522878ca23b40169faa863b978819499d1c54138cd1ddc,ok,,630,546,1176,10.063,outputs/responses/translation_graph_to_smiles_012_moljson.txt
translation_graph_to_smiles_012_commonchem,translation_graph_to_smiles_012,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_09b5fb5afdd93f4e0169faa863e6388195b24bb646ca2b18a9,ok,,502,546,1048,10.141,outputs/responses/translation_graph_to_smiles_012_commonchem.txt
translation_graph_to_smiles_007_commonchem,translation_graph_to_smiles_007,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_069a9974ec95358f0169faa855814481939522834903e0d844,ok,,363,1417,1780,28.671,outputs/responses/translation_graph_to_smiles_007_commonchem.txt
translation_graph_to_smiles_013_moljson,translation_graph_to_smiles_013,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0105717aaa44253f0169faa8676a808195bf751c99374dfe04,ok,,652,728,1380,15.993,outputs/responses/translation_graph_to_smiles_013_moljson.txt
translation_graph_to_smiles_013_commonchem,translation_graph_to_smiles_013,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0648708b944ecb720169faa868d560819692c64688b8d64327,ok,,496,554,1050,12.915,outputs/responses/translation_graph_to_smiles_013_commonchem.txt
translation_graph_to_smiles_016_moljson,translation_graph_to_smiles_016,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_05676c512e5e8c710169faa86dceac8196b2ea651c8b38d0c9,ok,,674,550,1224,9.84,outputs/responses/translation_graph_to_smiles_016_moljson.txt
translation_graph_to_smiles_007_moljson,translation_graph_to_smiles_007,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_048891f3e75fc9770169faa854b838819387457a8c90905111,ok,,477,1831,2308,35.629,outputs/responses/translation_graph_to_smiles_007_moljson.txt
translation_graph_to_smiles_014_moljson,translation_graph_to_smiles_014,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_008ad284e89007380169faa8689ea081909834d322d7840253,ok,,652,828,1480,15.955,outputs/responses/translation_graph_to_smiles_014_moljson.txt
translation_graph_to_smiles_017_moljson,translation_graph_to_smiles_017,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_01f239c0b76d59570169faa87229cc81909bd72bb6e8fdd177,ok,,678,476,1154,8.402,outputs/responses/translation_graph_to_smiles_017_moljson.txt
translation_graph_to_smiles_011_commonchem,translation_graph_to_smiles_011,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0f1a1f4f385e4f140169faa86121888193b1b2601a00081810,ok,,488,1408,1896,25.773,outputs/responses/translation_graph_to_smiles_011_commonchem.txt
translation_graph_to_smiles_017_commonchem,translation_graph_to_smiles_017,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_05e7a5d4393e070d0169faa8756dac8196921ff3672d00f4ef,ok,,529,335,864,6.281,outputs/responses/translation_graph_to_smiles_017_commonchem.txt
translation_graph_to_smiles_008_commonchem,translation_graph_to_smiles_008,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_075fa4664b16800d0169faa855d10c8197a740c0226d9769f0,ok,,405,2336,2741,41.11,outputs/responses/translation_graph_to_smiles_008_commonchem.txt
translation_graph_to_smiles_020_moljson,translation_graph_to_smiles_020,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_05c62ce3d78d9b280169faa87a9148819784434fc30e9be302,ok,,753,482,1235,9.144,outputs/responses/translation_graph_to_smiles_020_moljson.txt
translation_graph_to_smiles_014_commonchem,translation_graph_to_smiles_014,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0d19003d207df0980169faa86911848194ab7be65982f11217,ok,,482,1581,2063,27.96,outputs/responses/translation_graph_to_smiles_014_commonchem.txt
translation_graph_to_smiles_018_commonchem,translation_graph_to_smiles_018,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_034c779af5a247610169faa8779918819389435bd246b17c89,ok,,627,826,1453,14.093,outputs/responses/translation_graph_to_smiles_018_commonchem.txt
translation_graph_to_smiles_020_commonchem,translation_graph_to_smiles_020,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_04ad6f9069af4efd0169faa87ae3b881958770d88809137efd,ok,,564,557,1121,11.989,outputs/responses/translation_graph_to_smiles_020_commonchem.txt
translation_graph_to_smiles_016_commonchem,translation_graph_to_smiles_016,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0cc6358cfe5d0f260169faa86e07f881968f89374f1ac60203,ok,,532,1558,2090,26.738,outputs/responses/translation_graph_to_smiles_016_commonchem.txt
translation_graph_to_smiles_018_moljson,translation_graph_to_smiles_018,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_06e185ac580f79320169faa87590308197a22edfb68339bb17,ok,,783,1218,2001,20.48,outputs/responses/translation_graph_to_smiles_018_moljson.txt
translation_graph_to_smiles_019_moljson,translation_graph_to_smiles_019,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_01434041e53a79d60169faa87aa1d0819387f766130c4880e6,ok,,770,1070,1840,20.306,outputs/responses/translation_graph_to_smiles_019_moljson.txt
translation_graph_to_smiles_022_commonchem,translation_graph_to_smiles_022,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_00c5da8ddb560ee30169faa8852020819396f80b3a944318e7,ok,,573,556,1129,14.381,outputs/responses/translation_graph_to_smiles_022_commonchem.txt
translation_graph_to_smiles_022_moljson,translation_graph_to_smiles_022,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_091b2843ddf589ee0169faa883b9d4819783c143b78603b496,ok,,757,1113,1870,18.994,outputs/responses/translation_graph_to_smiles_022_moljson.txt
translation_graph_to_smiles_025_moljson,translation_graph_to_smiles_025,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0ffc172be0148a5d0169faa88ca834819585e73953b13f1606,ok,,853,553,1406,10.679,outputs/responses/translation_graph_to_smiles_025_moljson.txt
translation_graph_to_smiles_019_commonchem,translation_graph_to_smiles_019,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0c5ad20732ac8dde0169faa8789d208194848a6f129538f30e,ok,,600,1830,2430,33.528,outputs/responses/translation_graph_to_smiles_019_commonchem.txt
translation_graph_to_smiles_026_moljson,translation_graph_to_smiles_026,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_08012aba18265e1a0169faa896b4d08190b92bc8e70da8ce2b,ok,,818,556,1374,10.499,outputs/responses/translation_graph_to_smiles_026_moljson.txt
translation_graph_to_smiles_026_commonchem,translation_graph_to_smiles_026,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_046e5d4adacd5faf0169faa897518481939888406d0006f12f,ok,,648,514,1162,10.284,outputs/responses/translation_graph_to_smiles_026_commonchem.txt
translation_graph_to_smiles_028_moljson,translation_graph_to_smiles_028,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_072a719ec88566e40169faa8a1c7dc8194992800452360584e,ok,,875,561,1436,11.438,outputs/responses/translation_graph_to_smiles_028_moljson.txt
translation_graph_to_smiles_015_moljson,translation_graph_to_smiles_015,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0fa9b7931567f1090169faa86c97588196903a0b3735d58667,ok,,674,3942,4616,70.522,outputs/responses/translation_graph_to_smiles_015_moljson.txt
translation_graph_to_smiles_023_commonchem,translation_graph_to_smiles_023,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_06f606b03b85318f0169faa887014081959e96fc6f26abd7e6,ok,,539,2315,2854,44.459,outputs/responses/translation_graph_to_smiles_023_commonchem.txt
translation_graph_to_smiles_025_commonchem,translation_graph_to_smiles_025,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0519301a266958b30169faa8935dc08193b970f7795d423541,ok,,697,2104,2801,33.765,outputs/responses/translation_graph_to_smiles_025_commonchem.txt
translation_graph_to_smiles_027_moljson,translation_graph_to_smiles_027,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_065ad6d68d99e2b50169faa89a1a2081978af5cc24b1c04d19,ok,,861,1556,2417,27.701,outputs/responses/translation_graph_to_smiles_027_moljson.txt
translation_graph_to_smiles_021_moljson,translation_graph_to_smiles_021,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_04234d8007c793a40169faa87bb3dc8194a76b881fdf4e3b69,ok,,757,2983,3740,60.123,outputs/responses/translation_graph_to_smiles_021_moljson.txt
translation_graph_to_smiles_027_commonchem,translation_graph_to_smiles_027,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_05eeadf26477005d0169faa8a13b8081978673b25bb48211cb,ok,,635,1402,2037,24.824,outputs/responses/translation_graph_to_smiles_027_commonchem.txt
translation_graph_to_smiles_024_moljson,translation_graph_to_smiles_024,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_095f6efd680997630169faa888ca8c8194a8058e9a83da4e04,ok,,814,3024,3838,49.853,outputs/responses/translation_graph_to_smiles_024_moljson.txt
translation_graph_to_smiles_029_moljson,translation_graph_to_smiles_029,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_02ff912e45c9ecca0169faa8b2dd4c8195ba15b48b4fe60369,ok,,862,556,1418,10.447,outputs/responses/translation_graph_to_smiles_029_moljson.txt
translation_graph_to_smiles_023_moljson,translation_graph_to_smiles_023,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_04b211141d380ed60169faa885b0f88193b2769ef45eef6ec2,ok,,744,3449,4193,57.041,outputs/responses/translation_graph_to_smiles_023_moljson.txt
translation_graph_to_smiles_029_commonchem,translation_graph_to_smiles_029,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0d23eac10344e9d80169faa8b358b88195ac55e0998ecbb065,ok,,643,811,1454,13.316,outputs/responses/translation_graph_to_smiles_029_commonchem.txt
translation_graph_to_smiles_033_moljson,translation_graph_to_smiles_033,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0e6fcd24d93a07c60169faa8bebc748193b077e9074285222e,ok,,1096,240,1336,4.607,outputs/responses/translation_graph_to_smiles_033_moljson.txt
translation_graph_to_smiles_033_commonchem,translation_graph_to_smiles_033,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_047a7a5a6fe0b2980169faa8c0ab04819487f879175a8eeaa2,ok,,835,370,1205,6.596,outputs/responses/translation_graph_to_smiles_033_commonchem.txt
translation_graph_to_smiles_028_commonchem,translation_graph_to_smiles_028,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0681c0117f03479d0169faa8ad12c48194b7a5696bca51c0b5,ok,,705,1257,1962,27.21,outputs/responses/translation_graph_to_smiles_028_commonchem.txt
translation_graph_to_smiles_032_moljson,translation_graph_to_smiles_032,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0f2d21109a91e53d0169faa8ba9ffc8190ac9f184b3dd47cba,ok,,952,1079,2031,19.409,outputs/responses/translation_graph_to_smiles_032_moljson.txt
translation_graph_to_smiles_030_moljson,translation_graph_to_smiles_030,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_07229f8511828f9c0169faa8b52918819694a9658884850083,ok,,988,1652,2640,27.69,outputs/responses/translation_graph_to_smiles_030_moljson.txt
translation_graph_to_smiles_031_moljson,translation_graph_to_smiles_031,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0cbe3807e78bdba90169faa8b7c9dc819093d25b1a6b706bbd,ok,,919,1470,2389,26.378,outputs/responses/translation_graph_to_smiles_031_moljson.txt
translation_graph_to_smiles_024_commonchem,translation_graph_to_smiles_024,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0dfef395958bf35f0169faa88a03f88190aa87b97229dce540,ok,,623,4074,4697,72.425,outputs/responses/translation_graph_to_smiles_024_commonchem.txt
translation_graph_to_smiles_021_commonchem,translation_graph_to_smiles_021,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_07f05a6c1567ab5b0169faa87edbd481948b0507cb6260756c,ok,,559,4379,4938,83.981,outputs/responses/translation_graph_to_smiles_021_commonchem.txt
translation_graph_to_smiles_034_moljson,translation_graph_to_smiles_034,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_046ecdf299b12e120169faa8c3559c8195bdc4da64ffa9b5ad,ok,,1028,961,1989,16.001,outputs/responses/translation_graph_to_smiles_034_moljson.txt
translation_graph_to_smiles_034_commonchem,translation_graph_to_smiles_034,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_09d96cbb9ecb30e80169faa8c740d88190b067c052878476a6,ok,,788,773,1561,14.425,outputs/responses/translation_graph_to_smiles_034_commonchem.txt
translation_graph_to_smiles_030_commonchem,translation_graph_to_smiles_030,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0f63b2d5452e4d3c0169faa8b5cdec81959a1d2ff8aab4ee9d,ok,,720,2019,2739,32.575,outputs/responses/translation_graph_to_smiles_030_commonchem.txt
translation_graph_to_smiles_015_commonchem,translation_graph_to_smiles_015,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0572035ff6cabfd50169faa86c85408196b446db16d8c02dd8,ok,,511,6049,6560,108.593,outputs/responses/translation_graph_to_smiles_015_commonchem.txt
translation_graph_to_smiles_036_commonchem,translation_graph_to_smiles_036,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0dab55d5f3d08a530169faa8d22f4c8197bfe301d24b9eb415,ok,,859,561,1420,10.64,outputs/responses/translation_graph_to_smiles_036_commonchem.txt
translation_graph_to_smiles_037_moljson,translation_graph_to_smiles_037,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0e5ee93345e51ca10169faa8d2725881979218630fd3f9ae1f,ok,,1072,563,1635,13.512,outputs/responses/translation_graph_to_smiles_037_moljson.txt
translation_graph_to_smiles_036_moljson,translation_graph_to_smiles_036,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_02297b87786b068d0169faa8d0dc848193848b0879200b3629,ok,,1120,912,2032,15.481,outputs/responses/translation_graph_to_smiles_036_moljson.txt
shortest_path_001_moljson,shortest_path_001,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_079d95584c4418060169faa8e052788193b3ef80ca4a40bead,ok,,634,46,680,1.301,outputs/responses/shortest_path_001_moljson.txt
shortest_path_001_commonchem,shortest_path_001,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_036b71958e9484800169faa8e1982481949fcd88d71266b5cd,ok,,506,55,561,1.359,outputs/responses/shortest_path_001_commonchem.txt
translation_graph_to_smiles_035_moljson,translation_graph_to_smiles_035,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_03c422ef68e02e460169faa8c845588197bef7705293db1195,ok,,980,1462,2442,27.466,outputs/responses/translation_graph_to_smiles_035_moljson.txt
shortest_path_002_commonchem,shortest_path_002,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0d6a2cd8c70847de0169faa8e3b97081949bdc3df756e3b7a3,ok,,402,67,469,1.598,outputs/responses/shortest_path_002_commonchem.txt
shortest_path_002_moljson,shortest_path_002,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0262aebfbb587c420169faa8e2f8808195a706a408699ef374,ok,,516,50,566,3.03,outputs/responses/shortest_path_002_moljson.txt
translation_graph_to_smiles_032_commonchem,translation_graph_to_smiles_032,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_00f2a8abd1786c3d0169faa8bd4be48197af6ec27bc146e969,ok,,705,2382,3087,41.256,outputs/responses/translation_graph_to_smiles_032_commonchem.txt
shortest_path_003_moljson,shortest_path_003,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0351923ea1a3ff5b0169faa8e551a481959a9292fce053b747,ok,,564,64,628,1.682,outputs/responses/shortest_path_003_moljson.txt
shortest_path_003_commonchem,shortest_path_003,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0c9cdab86c29076a0169faa8e60b108194af95447942f602d6,ok,,429,88,517,2.095,outputs/responses/shortest_path_003_commonchem.txt
translation_graph_to_smiles_035_commonchem,translation_graph_to_smiles_035,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0970c71c9524f86c0169faa8ce0d58819486b3c377f2a080df,ok,,719,1491,2210,26.52,outputs/responses/translation_graph_to_smiles_035_commonchem.txt
shortest_path_004_moljson,shortest_path_004,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0ae1e2a2a5fb07f90169faa8e6dbdc8190814c37796e84ce18,ok,,1225,76,1301,2.155,outputs/responses/shortest_path_004_moljson.txt
translation_graph_to_smiles_031_commonchem,translation_graph_to_smiles_031,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0b4200802c604fa90169faa8ba0c3c8194aaec8ab58acd02d5,ok,,672,2631,3303,47.958,outputs/responses/translation_graph_to_smiles_031_commonchem.txt
shortest_path_005_moljson,shortest_path_005,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0d1f6adc127185730169faa8e81c8881959ace6f5efc3c78c2,ok,,669,104,773,2.046,outputs/responses/shortest_path_005_moljson.txt
shortest_path_004_commonchem,shortest_path_004,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_03ed2f2567e5c3e30169faa8e705ac81979ae34bd269877b1f,ok,,901,154,1055,3.519,outputs/responses/shortest_path_004_commonchem.txt
shortest_path_005_commonchem,shortest_path_005,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0f43f66aaa4accb50169faa8e89ea48194bbfb467ef0b2d248,ok,,506,80,586,2.116,outputs/responses/shortest_path_005_commonchem.txt
shortest_path_006_moljson,shortest_path_006,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_098bce07a5aae9eb0169faa8e8b9e08190af1ad38f5b8ccdf0,ok,,761,132,893,2.621,outputs/responses/shortest_path_006_moljson.txt
translation_graph_to_smiles_039_moljson,translation_graph_to_smiles_039,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_0941d3e45eded2460169faa8d6670c8190ac8edec571128eca,ok,,1094,1283,2377,22.026,outputs/responses/translation_graph_to_smiles_039_moljson.txt
shortest_path_007_moljson,shortest_path_007,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_030737adf26f240b0169faa8ea282881978ff8954c73bba721,ok,,739,124,863,2.377,outputs/responses/shortest_path_007_moljson.txt
shortest_path_007_commonchem,shortest_path_007,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0e18e60790acf42b0169faa8ea83048195be5d39ab36f0a32e,ok,,569,116,685,2.531,outputs/responses/shortest_path_007_commonchem.txt
shortest_path_008_moljson,shortest_path_008,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_036f0f96fbfc1d570169faa8ead6d481949fff64bf4866f02d,ok,,726,101,827,2.527,outputs/responses/shortest_path_008_moljson.txt
shortest_path_006_commonchem,shortest_path_006,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0305150b839e3d5c0169faa8ea02e08194a8bb0dec594faff9,ok,,577,191,768,3.61,outputs/responses/shortest_path_006_commonchem.txt
shortest_path_008_commonchem,shortest_path_008,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0afec2c6e63039ef0169faa8eb57f48190b28e4486a6a07546,ok,,563,126,689,2.557,outputs/responses/shortest_path_008_commonchem.txt
shortest_path_009_moljson,shortest_path_009,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0690f6b7f725a5bd0169faa8ec673c819587e685e9212bb5d1,ok,,737,115,852,2.377,outputs/responses/shortest_path_009_moljson.txt
shortest_path_010_commonchem,shortest_path_010,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_08afa9f3c820b9660169faa8ed31e481958bd38f343a57ce73,ok,,409,158,567,2.737,outputs/responses/shortest_path_010_commonchem.txt
shortest_path_011_moljson,shortest_path_011,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0946d14ad7120e2e0169faa8ed994081958ff694da6545de98,ok,,844,143,987,2.47,outputs/responses/shortest_path_011_moljson.txt
shortest_path_009_commonchem,shortest_path_009,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0513172983e6731d0169faa8ec8868819684177960d5cab2af,ok,,546,184,730,3.587,outputs/responses/shortest_path_009_commonchem.txt
shortest_path_010_moljson,shortest_path_010,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0dc3815d7ab520880169faa8ed163c8197a9f42623180ded5a,ok,,551,195,746,3.387,outputs/responses/shortest_path_010_moljson.txt
shortest_path_013_moljson,shortest_path_013,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0d8137bed43a24160169faa8f013b88193a3065d3f5b5ed706,ok,,437,117,554,2.185,outputs/responses/shortest_path_013_moljson.txt
shortest_path_013_commonchem,shortest_path_013,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_046853dcaff079020169faa8f0256881968671e39ca14f0b1f,ok,,337,88,425,3.388,outputs/responses/shortest_path_013_commonchem.txt
shortest_path_011_commonchem,shortest_path_011,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_043ece7a8edd9e240169faa8ee1c108197995c67465105606c,ok,,611,183,794,6.033,outputs/responses/shortest_path_011_commonchem.txt
shortest_path_012_commonchem,shortest_path_012,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0000ec8c89835d930169faa8eff4b48197aeeff72dbaba66fe,ok,,402,297,699,5.2,outputs/responses/shortest_path_012_commonchem.txt
translation_graph_to_smiles_040_moljson,translation_graph_to_smiles_040,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_01ff2cfe044d4df40169faa8dcd400819787e4efed3b502ef3,ok,,1185,1473,2658,24.74,outputs/responses/translation_graph_to_smiles_040_moljson.txt
shortest_path_012_moljson,shortest_path_012,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0e1522da230976920169faa8ef080481979f9f0d4a0735ba7f,ok,,551,180,731,6.933,outputs/responses/shortest_path_012_moljson.txt
shortest_path_015_moljson,shortest_path_015,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_08d84c79fdbaaa7b0169faa8f380ac8190be43f41775ced88b,ok,,739,162,901,3.161,outputs/responses/shortest_path_015_moljson.txt
shortest_path_014_moljson,shortest_path_014,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_060047be9f2116a50169faa8f072fc8190930d7cb519775281,ok,,853,344,1197,6.299,outputs/responses/shortest_path_014_moljson.txt
shortest_path_014_commonchem,shortest_path_014,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_00e458dc2538b8670169faa8f24bac8190926cfb8ffb80e16d,ok,,641,359,1000,5.886,outputs/responses/shortest_path_014_commonchem.txt
translation_graph_to_smiles_037_commonchem,translation_graph_to_smiles_037,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0a90756d305e19840169faa8d2cf548195aff0693dcc9ae00f,ok,,797,2116,2913,38.184,outputs/responses/translation_graph_to_smiles_037_commonchem.txt
shortest_path_015_commonchem,shortest_path_015,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0b603297887114840169faa8f3e77c8195a860b56cbc44d1b1,ok,,548,294,842,5.531,outputs/responses/shortest_path_015_commonchem.txt
shortest_path_016_moljson,shortest_path_016,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_017ca54227d8a2f60169faa8f522b08194b6beb50f6324157f,ok,,691,278,969,4.389,outputs/responses/shortest_path_016_moljson.txt
shortest_path_017_moljson,shortest_path_017,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0cbb33cc8e2d2ee10169faa8f5b9348196b4a6c2a41ebc4743,ok,,599,231,830,4.016,outputs/responses/shortest_path_017_moljson.txt
shortest_path_016_commonchem,shortest_path_016,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0da9a305de45bb870169faa8f5e6548196a88c105961d90b81,ok,,535,278,813,4.956,outputs/responses/shortest_path_016_commonchem.txt
shortest_path_017_commonchem,shortest_path_017,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_001233a5c9e7e5870169faa8f6af4481969cb0c255b6e60b0d,ok,,478,256,734,3.902,outputs/responses/shortest_path_017_commonchem.txt
shortest_path_018_moljson,shortest_path_018,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0289cb872d56feac0169faa8f6c110819691a04c4df5bbb061,ok,,796,288,1084,4.737,outputs/responses/shortest_path_018_moljson.txt
shortest_path_019_moljson,shortest_path_019,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_01ea9afefe8b86a00169faa8f90d488190b38d4587787ef926,ok,,704,169,873,2.938,outputs/responses/shortest_path_019_moljson.txt
shortest_path_020_moljson,shortest_path_020,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0e822bd7de37a6010169faa8f983708190b709f77ca4cbef9d,ok,,1050,204,1254,3.617,outputs/responses/shortest_path_020_moljson.txt
shortest_path_021_moljson,shortest_path_021,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_08e0fc0df7167c980169faa8fa8c1481939b485d29f8655d4e,ok,,752,182,934,3.349,outputs/responses/shortest_path_021_moljson.txt
shortest_path_021_commonchem,shortest_path_021,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0925f3274eb879490169faa8fa9638819580a9b14f58880b58,ok,,575,203,778,3.698,outputs/responses/shortest_path_021_commonchem.txt
shortest_path_018_commonchem,shortest_path_018,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0644a318a31a64550169faa8f8371c81978a4cff1386794cc9,ok,,598,389,987,6.249,outputs/responses/shortest_path_018_commonchem.txt
shortest_path_019_commonchem,shortest_path_019,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_051c9da29ae96a9a0169faa8f977588194be6c6f0bb73925d1,ok,,548,304,852,5.043,outputs/responses/shortest_path_019_commonchem.txt
translation_graph_to_smiles_038_moljson,translation_graph_to_smiles_038,translation_graph_to_smiles,moljson,translation_to_smiles,gpt-5.4,low,resp_095a4c6cc4c8e4b20169faa8d35a6481978e4625e99f5b4b89,ok,,1072,2465,3537,43.679,outputs/responses/translation_graph_to_smiles_038_moljson.txt
shortest_path_023_moljson,shortest_path_023,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0314e941793fafa30169faa8fd1f6c8194b2d2f57f6b2d616a,ok,,717,161,878,2.644,outputs/responses/shortest_path_023_moljson.txt
shortest_path_023_commonchem,shortest_path_023,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0a28ed21137ea5440169faa8fddc788196b78003e5ba68bfd7,ok,,554,155,709,2.572,outputs/responses/shortest_path_023_commonchem.txt
